Building Name,Address,Broker,Broker Phone
1720 Harrison St # 7A,"1720 Harrison St # 7A, Hollywood, FL, 33020",Keith Darby,305-859-1606
DE CARLO SUB,"2769 SW 34th Ct, Miami, FL, 33133",Brian Lopez,786-897-5956
RIVER GARDENS,"534 NW 23rd Ave, Fort Lauderdale, FL, 33311",Juliana Solorzano,954-261-3201
13265 Alexandria Dr,"13265 Alexandria Dr, Opa-Locka, FL, 33054",Marilia Rodrigues,954-399-1036
2928 SW 10th St,"2928 SW 10th St, Miami, FL, 33135",Ambarina Montero,786-521-2750
SHENANDOAH,"1770 SW 9th St, Miami, FL, 33135",Maria Dolores Marianeschi,305-733-8184
DELRAY TOWN OF,"607 SW 3rd St, Delray Beach, FL, 33444",Diego Kogutek,305-905-0996
CORAL RIDGE,"3171-3173 SW 11 St, Miami, FL, 33135",Jeanette Quijano,305-318-2099
PL OF HOME ACRES,"555 NW 88th St, El Portal, FL, 33150",Carlos Rivero,786-395-1944
MAGNOLIA SUB,"2070 Ali Baba Ave, Opa-Locka, FL, 33054",Vicente Rodriguez,305-510-6627
5807 SW 25th St,"5807 SW 25th St, West Park, FL, 33023",Elior Levi,954-743-7594
1310 15th St,"1310 15th St, Miami Beach, FL, 33139",Mendel Fellig,305-632-8803
1190 NW 67th St,"1190 NW 67th St, Miami, FL, 33150",Christina Mosquera,305-778-1880
Pearson Apartments,"2001 Dr M.L.K. Jr St N, St. Petersburg, FL, 33704",Jason Spitzer,727-896-1800
405 S Lake Drive,"405 S Lake Dr, Clearwater, FL, 33755",Brian Travis,727-482-4373
FAIRLAWN,"6501 SW 4th St, Miami, FL, 33144",Mario Cabrera,305-609-3733
HOLLEMAN MANOR ADDN,"3300 NW 19th Ave, Miami, FL, 33142",Miguel Fuentes,305-915-3492
HOLLYWOOD PARK,"2238 Liberty St, Hollywood, FL, 33020",Phil Perreira,No Phone Number Available
ATLANTIC SHORES DIXIE HIG,"805 NE 6th St, Hallandale Beach, FL, 33009",Rocio Bustelo,786-587-7656
1299 E Oakland Park Blvd,"1299 E Oakland Park Blvd, Oakland Park, FL, 33334",Richard DeGirolamo,215-680-2266
106 11TH Street,"106 11TH Street, St. Augustine Beach, FL, 32080",IRENE ARRIOLA,No Phone Number Available
LITTLE RIVER GARDENS,"145 NE 80th Ter, Miami, FL, 33138",Tatiana Beltran,305-216-1167
7635 Dickens Ave,"7635 Dickens Ave, Miami Beach, FL, 33141",Sarkis Anac,305-216-3472
101 SE 4th Ave # 7,"101 SE 4th Ave # 7, Hallandale Beach, FL, 33009",Mona Heisler,305-343-8347
LAWRENCE ESTATE LAND CO,"426 NW 13th Ave, Miami, FL, 33125",Richard Collar,786-301-9051
Waterfront Commercial Opportunity,"10160 Sinton Dr, Pensacola, FL, 32507",Mike Russo,850-449-4030
600 Oakridge Boulevard,"600 Oakridge Boulevard, Daytona Beach, FL, 32118",Steven O'Neill,No Phone Number Available
Waterfront Bar And Grill,"Waterfront Bar And Grill, Fort Myers Beach, FL, 33931",Frank Kupiec,239-676-6722
coral gables biltmore,"401 Malaga, Coral Gables, FL, 33134",AIDA NOLAN-RODRIGUEZ,305-987-9733
8440 NE 1st Ave,"8440 NE 1st Ave, Miami, FL, 33138",John Salt,786-485-0888
15730 NW 38th Pl,"15730 NW 38th Pl, Miami Gardens, FL, 33054",Tayli Pacheco,786-585-4496
Beach Street Mixed-Use Building,"262 S Beach St, Daytona Beach, FL, 32114",Jason Postill,386-847-4344
NORTHERN BLVD TRACK,"350-352 NW 33rd St, Miami, FL, 33127",Gustavo Pacheco,305-492-9705
BUENA VISTA GARDENS,"5431 & 5433 NW 5th Ave, Miami, FL, 33127",Andrea Imbrogno,786-769-1923
LINCOLN SUB,"1529 Jefferson Ave, Miami Beach, FL, 33139",Diana Tello,919-200-5027
2432 Taylor St,"2432 Taylor St, Hollywood, FL, 33020",Elior Levi,954-743-7594
GOLDEN GLADES ACRES,"19134 NW 2nd Ct, Miami Gardens, FL, 33169",Roman Trovato,305-916-9425
Multi-Family Apartment Complex,"1660 Kay Ave, Tallahassee, FL, 32301",Bryan Cureton,850-545-3687
250 SE Park St # 6,"250 SE Park St # 6, Dania Beach, FL, 33004",Ana Fessia,786-413-6924
3208 NE 9th St # 5,"3208 NE 9th St # 5, Pompano Beach, FL, 33062",Lou Corda,954-625-9528
SUNSET VILLAS,"7311 SW 63rd Ct, South Miami, FL, 33143",Richard Diaz,305-343-1151
BLAKE SUB,"520 NW 32nd Ave, Miami, FL, 33125",Domingo Hernandez,305-705-6097
PHILLIPSONS ADDN TO HIALE,"674 W 29th St, Hialeah, FL, 33012",Abel Martinez,954-243-8652
2700 Cycle Dr Drive,"2700 cycle Drive, Pensacola, FL, 32526",kyle Ballif,801-310-2190
LEE LAYNE VILLAS,"153 NE 141st St, Miami, FL, 33161",Maraly Caban,305-510-2667
Design 39,"165 NW 39th St, Miami, FL, 33127",Avisha Kassir,571-436-7551
CORAL GABLES CRAFTS SEC,"357 Santander Ave, Coral Gables, FL, 33134",Trista Goldberg,609-992-7196
"Tampa 10 Plex, 5 Buildings on a DOUBLE LOT!","8413 N Hamner Ave, Tampa, FL, 33604",Daven Henry,770-722-3614
3297 US HIGHWAY 17,"3297 US HIGHWAY 17, Green Cove Springs, FL, 32043",DJ DELLA SALA,508-207-7623
214 Madison Avenue,"214 Madison Avenue, Cape Canaveral, FL, 32920",Monica Baez,No Phone Number Available
1504 & 1506 S Adams St # 1,"1504 & 1506 S Adams St # 1, Tallahassee, FL, 32301","Kee Elwell, CCIM",850-249-2879
MACCALLUM SUB,"1903 S LAKEMONT AVE, Other City - In The State Of Florida, FL, 32792",Maria Tenner,305-323-7017
WYND WOOD PARK,"70 NW 33rd St, Miami, FL, 33127",Clara Fernandez,305-200-6564
1200 Brickell Avenue,"1200 Brickell Ave # F, Miami, FL, 33131",Rodrigo Gomez,305-794-2655
Roland,"2120 SW 3rd St, Miami, FL, 33135",Norberto Nurquez,786-355-6087
Washington Park,"720 Harris Terrace, Fort Lauderdale, FL, 33311",Andres Yilo,No Phone Number Available
MIRAMAR SEC 16,"7600 Pembroke Rd, Miramar, FL, 33023",Leo Battistini,786-973-5383
CORAL SPRINGS II,"8406 NW 35th St, Coral Springs, FL, 33065",Carine Simon,954-864-0372
MIDDLE RIVER PARK,"1634 NE 4th Pl, Fort Lauderdale, FL, 33301",Todd Nordstrom,305-812-7131
2135 N Courtenay Parkway,"2135 N Courtenay Parkway, Merritt Island, FL, 32953",Matthew Hausmann,No Phone Number Available
CAROLINA COURT A R-S,"421 SW 9th Ave, Miami, FL, 33130",Haraum Mellado,305-297-6223
FULFORD BY THE SEA SEC D,"2031 NE 170th St, North Miami Beach, FL, 33162",Patricia Cruz,305-606-2132
City Miami South Blk 060,"621 SW 10th St, Miami, FL, 33130",Kasta Rodriguez-Varela,305-790-0162
218 N Kimbrel Avenue,"218 N Kimbrel Avenue, Panama City, FL, 32404",William Best,850-867-3899
1106 NE 5th Ave # 5,"1106 NE 5th Ave # 5, Fort Lauderdale, FL, 33304",Ilan Ziv,305-900-8292
1728 NW 15th St,"1728 NW 15th St, Miami, FL, 33125",Ambarina Montero,786-521-2750
SERUBI COURT RESUB OF TR,"3918 Serubi Ave, Palm Springs, FL, 33461",Lemaidy De La Rosa Abreu,786-901-0199
221 Madison Avenue,"221 Madison Avenue, Cape Canaveral, FL, 32920",Donna Gianotti-Kelley,No Phone Number Available
Portfolio 5 Units,"9902 S Thomas Dr, Panama City Beach, Fl, 32408, Panama City Beach, FL, 32408",Mihail Stoyanov,239-298-6311
1059 NE 88th St,"1059 NE 88th St, Miami, FL, 33138",Maria C. Mayoral,305-793-0077
DE LEON PARK,"3025 NW 8th Ave, Miami, FL, 33127",Abraham Elbaz,919-931-7079
FULFORD BY THE SEA,"2379 NE 172nd Street, North Miami Beach, FL, 33160",ERNESTO BUSTAMANTE,305-525-4647
SHENANDOAH,"1818 SW 9th St, Miami, FL, 33135",Magaly Fernandez,305-301-5188
EASTERN SHORES 2ND ADDN,"3767 NE 168th St, North Miami Beach, FL, 33160",Juliana Correa,305-319-2207
NORTH HOLLYWOOD,"1917 Grant St, Hollywood, FL, 33020",Elior Levi,954-743-7594
BONIELLO PARK,"200 NW 17th Ct, Fort Lauderdale, FL, 33311",Nicolas Jodin,No Phone Number Available
246 Tyler Avenue,"246 Tyler Avenue, Cape Canaveral, FL, 32920",Olivia Capizzi,No Phone Number Available
DR BURKHARTS WINTER GDN R,"2340 NW 24th Ave, Miami, FL, 33142",Yaacov Poston,305-467-8767
RIDGEWAY,"2154 NW 61st St, Miami, FL, 33142",Ana Alaez,305-303-1177
MONTICELLO PARK AMENDED P,"216 NW 12th St, Pompano Beach, FL, 33060",Melanie Laugisch,786-715-5906
HARDING TOWNSITE,"7345 Dickens Ave, Miami Beach, FL, 33141",PATRICIA AGUDELO,347-623-7163
HOLLYWOOD SOUTH SIDE ADD,"1741 Dewey St, Hollywood, FL, 33020",Graziela Machado,786-556-8690
175 SW 7th St # 1108,"175 SW 7th St # 1108, Miami, FL, 33130",Shawn Frechette,305-753-5561
N Miami Ave Quadplex,"5601 N Miami Ave, Miami, FL, 33127",Sharif Bula,305-244-3880
The Seahorse Apartments,"218-228 N Oleander Ave, Daytona Beach, FL, 32118",Bryce Ocepek,904-206-9965
"548 3RD ST N, ST PETERSBURG, FL 33701","548 3RD ST N, Saint Petersburg, FL, 33701",Stephen Sexauer,727-641-3644
SHADOWLAWN EXTENSION SUB,"95 NW 45th St, Miami, FL, 33127",jane st.lawrence,786-277-8193
TWO TWINS OF WESTLAND,"1725 W 58th St, Hialeah, FL, 33012",Elio Casanas,305-992-8823
LITTLE GREEN ACRES,"13141 NE 3rd Ave, North Miami, FL, 33161",Debbie Lazoff,No Phone Number Available
AMD PL OF BROWNS SUB,"2788 NW 48th St, Miami, FL, 33142",Jacqueline Molina,786-306-2403
VERENA PARK,"1413 NE 15th Ave, Fort Lauderdale, FL, 33304",Brooke Leoni,786-663-9337
"150 Pondella Rd, North Fort Myers, FL. 33903","150 Pondella Rd, North Fort Myers, FL, 33903",Rhonda Milligan,239-850-1359
COM SILVER BLUFF,"2735 SW 27th Ter, Miami, FL, 33133",Claudia Murad,305-586-3468
LAWRENCE ESTATE EAST ADDN,"243 SW 10th Ave, Miami, FL, 33130",Daisy Menendez,786-704-1712
215 Riverside Drive,"215 Riverside Drive, Cocoa, FL, 32922",Brandon Phillips,No Phone Number Available
4404 SW 22nd St # 8,"4404 SW 22nd St # 8, West Park, FL, 33023",Joshua Kaufman,305-989-6686
1200 Brickell Avenue,"1200 Brickell Ave # 850, Miami, FL, 33131",Rodrigo Gomez,305-794-2655
WEST SHENANDOAH,"2120 SW 5th St, Miami, FL, 33135",Ambarina Montero,786-521-2750
LINCOLN TERRACE SUB,"1471 Lincoln Ter, Miami Beach, FL, 33139",Nabil Jimenez,561-405-0218
LYONS PARK FIRST ADD,"231 SW 15th St, Pompano Beach, FL, 33060",Eric Amsallem,786-985-1374
1554 SW 5th St,"1554 SW 5th St, Miami, FL, 33135",Jose Cipriani,786-426-8780
2006 N Edgewood Avenue,"2006 N Edgewood Avenue, Jacksonville, FL, 32254",Matthew Fischer,No Phone Number Available
COMFORT GARDENS 1ST ADDN,"1135 NW 33rd, Miami, FL, 33125",Tatiana Bijani,305-793-5631
WASHBURNS 2ND ADDN,"2240 NW 18th St, Miami, FL, 33125",Esther Toribio,786-294-8745
5 Units 2 Blocks from the Beach,"4649 Bougainvilla Dr, Lauderdale-by-the-Sea, FL, 33308",Ross Herman,954-563-6800
GRAPELAND,"2469 SW 15th Street, Miami, FL, 33145",Luis Maqueira,305-300-0008
CORAL TERR SEC 1,"7035 SW 21st St, Miami, FL, 33155",Brian Lopez,786-897-5956
FLAGAMI SEC A,"320 Florida Blvd, Miami, FL, 33144",Luis Rodriguez,No Phone Number Available
WYNDWOOD PARK,"145 NW 32nd St, Miami, FL, 33127",Angel Cabrera,786-200-1097
ST JAMES COURT WEST AMEN,"1203 N 17th Ct, Hollywood, FL, 33020",Elior Levi,954-743-7594
Income Producing Covered Land Play (Multifamily),"490 NE 62nd St, Miami, FL, 33138",Alejandro Agudelo,954-995-8555
Explorer Triplexes,"26136 Explorer Rd, Punta Gorda, FL, 33983",Debra Myers,941-276-5417
492 Dempsey Drive,"492 Dempsey Drive, Cocoa Beach, FL, 32931",Pamela Durkin,No Phone Number Available
okeechobee,"14725 NW 1 st, Okeechobee, FL, 34972",Jackeline Londono,305-345-3738
RIVERSIDE ADD AMEN PLAT,"615 SW 14th Ave, Fort Lauderdale, FL, 33312",Cameron Stapleton,929-308-1590
Zoned C2 & AR,"37143 Clinton Ave, Dade City, FL, 33525",Joyce Ann Ellis,352-266-2022
BELLAIRE SUB,"7 NE 50th St, Miami, FL, 33137",Antonio Saladrigas,786-378-1850
GULFSTREAM ESTATES NO 3,"1105 NE 2nd Ct, Hallandale Beach, FL, 33009",Brian Kantor,305-785-3375
TEPPERS SUB,"100 NW 43rd Pl, Miami, FL, 33126",Omar Garcia,786-277-2957
1574 SW 1st St,"1574 SW 1st St, Miami, FL, 33135",Ernesto Avila,754-235-3535
"Townhome, Studio Apartment and Commerical Space in One!","654 Market St, St. Augustine, FL, 32095",Jill Miles,904-823-9962
OneAventura,"20900 NE 30th Ave # 405, Aventura, FL, 33180",Abraham Weintraub,305-466-4243
OSCEOLA PARK,"2107 SW 18th Ave, Fort Lauderdale, FL, 33315",Sarkis Anac,305-216-3472
3112 S Atlantic Avenue,"3112 S Atlantic Avenue, Daytona Beach, FL, 32118",Cliff Glansen,954-965-3990
8897 Fontainebleau Blvd # 302,"8897 Fontainebleau Blvd # 302, Miami, FL, 33172",Ines Carreno,786-556-2789
224 Ocean Dr,"3800 S Ocean Dr # 224, Hollywood, FL, 33019",Daniel Pimas,786-425-3185
HILLSBORO SHORES SEC,"3405 Norfolk St, Pompano Beach, FL, 33062",Michelle Howland,954-658-4712
ST JAMES PARK SECOND ADD,"1928 Mckinley St, Hollywood, FL, 33020",Daniel Gleizer,954-701-5858
Taylor Street Apartments,"6201 Taylor St, Hollywood, FL, 33024",Evan Kristol,954-245-3459
Little Havana/ West Brickell 6-unit Multi Family,"441 SW 10th St, Miami, FL, 33130",Leor Fidler,516-580-2329
N MIAMI ESTATES,"1271 NW 38th St, Miami, FL, 33142",Yuniel Molina,786-269-6557
100 PILOTHOUSE Court,"100 PILOTHOUSE Court, Palatka, FL, 32177",Kelli Hilligus,386-972-3413
3635 Cardinal Boulevard,"3635 Cardinal Boulevard, Daytona Beach, FL, 32118",Matthew McLean,No Phone Number Available
Castle Belle Glade,"417 SW 6th St, Belle Glade, FL, 33430",David Nissanian,917-873-8411
1235 Normandy Dr,"1235 Normandy Dr, Miami Beach, FL, 33141",Irlenne Laricchia,305-984-1492
Mermaid Seashores LLC,"715 S Ocean Dr, Fort Pierce, FL, 34949",Muriel Paton,772-265-2480
5464 GEORGE HODGES Road,"5464 GEORGE HODGES Road, Macclenny, FL, 32063",JARED LEE,No Phone Number Available
AUBURNDALE AMD,"312 SW 32nd Ave, Miami, FL, 33135",Steven Koleno,844-239-2663
BEVERLY HEIGHTS,"1441 NW 34th St, Miami, FL, 33142",Abraham Elbaz,919-931-7079
INDIAN HEIGHTS 2ND SEC,"2380 NW 5th St, Miami, FL, 33125",Pablo Aguilar,305-970-3128
FULFORD HEIGHTS,"15991 NE 18th Pl, North Miami Beach, FL, 33162",Roman Trovato,305-916-9425
OAKLAND PARK SECOND ADD,"3621-3641 NE 11th Ave, Oakland Park, FL, 33334",Adi Binyamin,954-549-5555
HOLLYWOOD LITTLE RANCHES,"2742 Pierce St, Hollywood, FL, 33020",Michael Marks,305-495-2633
1610 N 25th St,"1610 N 25th St, Fort Pierce, FL, 34947",Iris Shtilerman,954-999-9908
179 W 9th St,"179 W 9th St, Hialeah, FL, 33010",David Vazquez,786-897-9970
539 NE 82nd Ter,"539 NE 82nd Ter, Miami, FL, 33138",Elior Levi,954-743-7594
MIAMI LAKES EAGLE NEST SE,"15471 Turnbull Dr, Miami Lakes, FL, 33014",George De La Fe Jr,305-343-7650
ORANGE HEIGHTS,"1474 NW 61st St, Miami, FL, 33142",Javier Martinez,305-546-3607
none,"8690 Sunset Dr A, Palm Beach Gardens, FL, 33410",Alain Tejeda,786-290-6240
LAWRENCE ESTATE LAND CO,"1021 NW 4th St, Miami, FL, 33128",Miguel Gomez,305-469-9798
n/a,"1145 W 35th St, Hialeah, FL, 33012",Adrian Diaz,305-975-3729
446 Burns Court - Historic District,"446 Burns Ct., Sarasota, FL, 34236",Leslie Capozzi,941-248-6062
KINGSWAY,"3800 Charles Ter, Miami, FL, 33133",Marc Salvat,786-547-1297
HOLLYWOOD SOUTH SIDE ADD,"1849 Dewey St, Hollywood, FL, 33020",Elior Levi,954-743-7594
DIXIE TOWNHOME VILLAS,"1740-1746 N Dixie Hwy, Fort Lauderdale, FL, 33305",Adam Redolfi,786-328-9237
CORAL SPRINGS CITY CENTER,"9660 NW 35th St, Coral Springs, FL, 33065",Ralph Rivero,954-394-7600
"5600 Ne 5, Silver Springs, FL 34488","5600 Ne 5, Silver Springs, FL, 34488",Amanda Seebadan,540-760-1141
Palm Grove,"510 NE 72nd St, Miami, FL, 33138",Roy Benmeir,786-319-8158
NORTH HOLLYWOOD,"2015 Coolidge St, Hollywood, FL, 33020",Alina Sanalati,305-336-5822
MITCHELL MANOR EXTEN,"850 NE 90th St, Miami, FL, 33138",Sonia Castro,786-797-4508
OAKLAND PARK SECOND ADD,"1099 NE 35th St, Oakland Park, FL, 33334",Aurel Bumbu,954-401-6048
5.45-Acre Industrial Site,"5371 Young Pine Rd, Orlando, FL, 32829",Tommy Pinel,321-221-5715
3076 Ocean Shore Boulevard,"3076 Ocean Shore Boulevard, Ormond Beach, FL, 32176",Mark Goodson,No Phone Number Available
MIAMI GARDENS ESTATES SEC,"6310 SW 25th St, Miramar, FL, 33023",Serge Saintil,305-890-8234
WEST BUENA VISTA,"1341 SE 9th Ave, Hialeah, FL, 33010",Marlon Vega,407-791-0572
830 S Peninsula Drive,"830 S Peninsula Dr, Daytona Beach, FL, 32118",Michael Baxter,386-999-1762
Ocean view Restaurant,"Ocean Dr, Miami Beach, FL, 33139",Marina Dolmatova,917-861-0884
POWERS ACRES,"511 NW 133rd St, North Miami, FL, 33168",Serge Saintil,305-890-8234
A 4 bed 2 bath home with lake view and a park,"11971 Bailes Rd, Miami, FL, 33170",Torre Hoye,786-339-0009
LAWRENCE ESTATE LAND CO,"405 SW 11th Ave, Miami, FL, 33130",Enrique Montoya,305-753-9826
MARSHALLS EVERGLADE,"2320 SW 44th St Unit: 1-2, Dania Beach, FL, 33312",Nilufer Ucler,702-208-0065
MANOR SQUARE,"1717 NE 25th St, Wilton Manors, FL, 33305",Eli Jacoby,440-622-9740
390 Sugar Mill Drive,"390 Sugar Mill Drive, New Smyrna Beach, FL, 32168",Andrew Black,386-299-7936
CASA TRIO,"235 NW 39th St, Miami, FL, 33127",Avisha Kassir,571-436-7551
VICTORIA PARK,"211 NE 16th Ave, Fort Lauderdale, FL, 33301",Eric Beane,305-205-6991
2407 NE 33rd Ave,"2407 NE 33rd Ave, Fort Lauderdale, FL, 33305",Mark Shapiro,847-830-8480
HOLLYWOOD BEACH HEIGHTS S,"6101 Garfield St, Hollywood, FL, 33024",Daniel Gleizer,954-701-5858
FIFTH AVENUE GARDENS COND,"6210 NE 5th Ave, Miami, FL, 33138",Yaacov Poston,305-467-8767
1.88 Acres with 2 Houses RDD-6,"4520 5th St W, Bradenton, FL, 34207",Don Lewis,941-920-3919
The Sandy Shore,"101 Sandal Ln, West Palm Beach, FL, 33404",Rhys Hollyman,No Phone Number Available
SILVER BLUFF EST-SEC B,"2221 SW 26th Lane, Miami, FL, 33133",Roberto Azua,786-518-9664
Regency Villas Apartments,"779 9th Ave N, St. Petersburg, FL, 33701",Jason Spitzer,727-896-1800
2716 Riverview Drive,"2716 Riverview Drive, Melbourne, FL, 32901",Paige Lane,321-626-0889
5503 Estero Blvd - Gulf Heights Multifamily Lot,"5503 Estero Blvd, Fort Myers Beach, FL, 33931",Julian Cousineau,201-663-2671
Opportunity at Wynwood Norte,"241 NW 32nd St, Miami, FL, 33127",Eduardo Rubin,954-817-3301
54 ST BUS CENTER SUB,"53 NE 56th St, Miami, FL, 33137",Alain Foucauld,305-283-9881
"Lakeland & Bartow, FL - Single Family Home Portfolio","Address Not Disclosed, Lakeland, FL, 33815",Craig Morby,863-581-0059
RIVER PARK,"1968 NW 25th Ave, Miami, FL, 33125",Brandon Ramos,305-510-4613
LAWRENCE ESTATE LAND CO,"236 SW 10 Avenue, Miami, FL, 33130",Uccio Zecchini,305-640-5106
AMD PL BAY RIDGE,"1286 NE 109th St, Miami, FL, 33161",Dariana Cardelino,954-899-0521
NORTHERN BLVD TRACK,"420 NW 32nd St, Miami, FL, 33127",Maritza Borroto,305-753-7148
PROGRESSO,"1717 NE 12th St, Fort Lauderdale, FL, 33304",Martine Bensoussan Guimez,954-756-0119
WEST SHENANDOAH,"2041 SW 7th St, Miami, FL, 33135",Harold Pezzi,305-970-9364
MILLER LAWN,"1927 NW 20th Ave, Miami, FL, 33125",Frank Gonzalez,305-975-5806
"5133 PINE GROVE DR. WEST PALM BEACH, FL COMMERCIAL PROPERTY!","5133 Pine Grove Dr, West Palm Beach, FL, 33417",Tiffani Luckey,561-707-8782
TAMIAMI LAWNS REVISED,"899 SW 67th Ave, West Miami, FL, 33144",Melissa Rodriguez,786-285-5294
Paradise on Paradiso!,"309 Paradiso Place Unit A, Panama City Beach, FL, 32413",Thomas Bachelder,850-866-5577
CENTRAL PARK,"2911 SW 2nd St, Miami, FL, 33135",john huebner,No Phone Number Available
Alta Vista,"22 NE 51st St, Miami, FL, 33137",Lorenzo Ramos,917-822-9240
Serenity Horse Farm,"438 NE ENGLISH IVY TRL, Pinetta, 32350",Lori Bembry Weldon,229-977-6065
MEDICAL OFFICE,"1350 SW Red Rd # 16, West Miami, FL, 33144",Humberto Pellon,305-775-4367
9500 BLK Pensacola Blvd,"9500 Pensacola Blvd, Pensacola, FL, 32534",Dino Sinopoli,850-974-7778
VENETIAN GARDENS ACRESPB,"15730 NW 38th Pl, Miami Gardens, FL, 33054",Tayli Pacheco,786-585-4496
SUNNY TERRACE,"909 SW 1st St, Florida City, FL, 33034",Evelyn Hsu,786-897-9340
BUENA VISTA HEIGHTS EXTEN,"345 NW 49th St, Miami, FL, 33127",James Bunyan,786-525-5984
MIAMI SHORES SEC 3,"715 NE 92nd St, Miami Shores, FL, 33138",Carolina Nofal,786-356-1914
CAROLINA COURT A R-S,"891 SW 5th St, Miami, FL, 33130",Richard Collar,786-301-9051
8704 NW 38th Dr,"8704 NW 38th Dr, Coral Springs, FL, 33065",Victor Persia,786-285-1871
PROGRESSO,"1109 NE 6th Ave, Fort Lauderdale, FL, 33304",Juan Santos,954-471-4406
MILLERDALE,"2901 SW 21st St, Miami, FL, 33145",Shirley Acevedo,786-553-0889
ACME GULFAIR 2ND ADDN,"10340 NW 29th Ave, Miami, FL, 33147",Rolando Ramirez,305-803-0894
WEST DANIA HEIGHTS,"2270 SW 46th Ct, Dania Beach, FL, 33312",Moses Joseph,305-813-2131
ISLE OF NORMANDY MIAMI VI,"7035 Rue Granville, Miami Beach, FL, 33141",Joshua Shemtov,305-894-6683
Single Family,"3490 13th AVENUE, St Petersburg, FL, 33711",Rosalee St Lot,754-254-9095
CITY OF MIAMI SOUTH,"711 NW 1st St, Miami, FL, 33128",Alejandro Paez,305-951-5230
FULFORD BY SEA SEC O,"1440 NE 171st St, North Miami Beach, FL, 33162",Alberto Zuniga,305-926-6991
84 S Banana River Drive,"84 S Banana River Drive, Merritt Island, FL, 32952",Eva McDaniel,No Phone Number Available
HOLLYWOOD SOUTH SIDE ADD,"1910 Washington St, Hollywood, FL, 33020",Sergey Alenin,917-497-3320
21 Avenue Apartments,"2645 NW 21st Ave, Oakland Park, FL, 33311",Nicole Faur,No Phone Number Available
1310 NE 30th St #1-5,"1310 NE 30th St #1-5, Oakland Park, FL, 33334",Megen Marmarosa,954-296-1970
3 New Duplexes Portfolio Lehigh Acres FL,"5030 Locke Ln, Lehigh Acres, FL, 33973",Dan Lazar,754-366-7677
102 N Pine Street,"102 N Pine Street, New Smyrna Beach, FL, 32169",Herve Barbera,No Phone Number Available
EAST SHENANDOAH,"2121 SW 13th Ave, Miami, FL, 33145",Dennis Diaz,305-796-8880
"Covered Land - Build 15 Units, Plans Nearly Approved","1159 NW 4th St, Miami, FL, 33128",Alexandru Celea,305-745-7141
HIALEAH 13TH ADDN AMD PL,"891 E 24th St, Hialeah, FL, 33013",Maria Munoz,305-332-5857
AMND MIAMI SUBURBAN ACRES,"3277 SW 23rd Ter, Miami, FL, 33145",Monica Martinez,305-336-5901
Attached Twin homes in Progresso/Flagler Village,"739 NW 2nd Ave, Fort Lauderdale, FL, 33311",Dodley Emmanuel,954-648-3423
INDIAN WATERWAYS,"228 - 230 Apache St, Plantation Key, FL, 33070",Carolyn Ambler,305-741-4866
111 S Atlantic Avenue,"111 S Atlantic Avenue, Cocoa Beach, FL, 32931",Gibbs Baum,No Phone Number Available
4415 S Atlantic Avenue,"4415 S Atlantic Avenue, Ponce Inlet, FL, 32127",Andrew Black,386-299-7936
EVANSTON HEIGHTS,"1838 NW 1st St, Miami, FL, 33125",Juan Araujo-Roca,786-337-5323
CORAL RIDGE ADD,"5403 NE 22nd Ter, Fort Lauderdale, FL, 33308",Victoria Fisher,305-469-1620
4445 Custer Medical Center,"4445 W 16th Ave, Hialeah, FL, 33012",Dan Cook,305-362-2299
BISCAYNE GARDENS SEC B,"16010 NW 2nd Ave, Miami, FL, 33169",Kelly Pacheco,305-495-5072
REVISION OF KENILWORTH,"210 Beacom Blvd, Miami, FL, 33135",Maribel Pena,786-488-1882
ROYAL SOUTH BEACH CONDO,"763 E Pennsylvania Ave, Miami Beach, FL, 33139",Dennys Emilio Gonzalez,786-306-7965
619 SW 7th Ave,"619 SW 7th Ave, Miami, FL, 33130",Lourdes Gomez,305-979-1856
93 Brevard Avenue,"93 Brevard Avenue, Cocoa, FL, 32922",Dawn Garrison,No Phone Number Available
N Broward Dixie,"2644 NW 2nd St, Pompano Beach, FL, 33069",Elisa Fernandez,786-673-1882
C GAB DOUGLAS SEC,"115 Salamanca Ave, Coral Gables, FL, 33134",alex isaia,305-432-7175
52 El Portal,"NE 82nd Terrace, Miami, FL, 33138",Katiuska Vegas,954-505-1627
814 Monterey St,"814 Monterey St, Coral Gables, FL, 33134",Yoilbert Aranguren,305-505-3360
RAILROAD SHOPS INTER SCHO,"247 NW 54th St, Miami, FL, 33127",Gregory Cohen,786-563-2565
NORTH LIBERTY CITY,"1500 NW 69th Ter, Miami, FL, 33147",Juan Cortes,786-329-5503
EDGEWATER ESTATES 1ST ADD,"1417 NE 22nd St, Wilton Manors, FL, 33305",Eli Jacoby,440-622-9740
GRAPELAND,"1660 SW 24th Ave, Miami, FL, 33145",Jackeline Londono,305-345-3738
"336 Center Lake Ln, Oviedo, FL 32765","336 Center Lake Ln, Oviedo, FL, 32765",Tony Galarza,407-497-7688
AMND MIAMI SUBURBAN ACRES,"3009 SW 24th St, Miami, FL, 33145",Raul Garcia,305-562-0500
ISLE OF NORMANDY MIAMI VI,"7025 Rue Granville, Miami Beach, FL, 33141",Joshua Shemtov,305-894-6683
Historic Downtown Delray Multifamily For Sale,"120 NE 1st Ave, Delray Beach, FL, 33444",Juna Jean,561-929-6144
SILVER BLUFF EST SEC C,"2399 SW 26th Lane, Miami, FL, 33133",Bethea Goldman,305-798-7446
