Building Name,Address,Broker,Broker Phone
4215 IRVINGTON Avenue,"4215 IRVINGTON Avenue, Jacksonville, FL, 32210",MATTHEW REDMER,No Phone Number Available
LAUDERHILL MANOR,"2031 NW 59th Way, Lauderhill, FL, 33313",Alejandro Patino,954-328-6498
NORTH LIBERTY CITY,"6930 NW 15th Ave, Miami, FL, 33147",Vicente Rodriguez,305-510-6627
116 Springfield Avenue,"116 Springfield Avenue, Panama City, FL, 32401",Kaci Hawes,850-872-3434
ACADEMY HILLS,"7802 NW 70th Ct, Tamarac, FL, 33321",Yohanna Kuahara,954-371-8029
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
A-Less Storage & Parking,"1989 W Detroit Blvd, Pensacola, FL, 32534",Grace Folger,678-808-2733
PINEWOOD PARK EXTENSION,"722 NW 108th St, Miami, FL, 33168",Chris Johnson,305-575-9040
HOLLYWOOD TERRACE,"2419-2421 Johnson St, Hollywood, FL, 33020",Steven Landau,305-490-1200
1823 FRANCIS Street,"1823 FRANCIS Street, Jacksonville, FL, 32209",MICHELLE LEE,No Phone Number Available
DE LEON PARK,"3101-03 NW 9th Ave, Miami, FL, 33127",Juan Garcia Barroso,954-451-7127
1851 Croton Road,"1851 Croton Road, Melbourne, FL, 32935",Matthew Hausmann,No Phone Number Available
"100 Lucas Road, Merritt Island, FL 32953","100 Lucas Rd, Merritt Island, FL, 32953",Keith Brodsky,321-210-6060
3677 WALSH Street,"3677 WALSH Street, Jacksonville, FL, 32205",Mal Washington,904-477-5983
Unique Land Offering Directly Lining High-Traffic I-275 Ramp,"705 E Wilma St, Tampa, FL, 33612","Brian T. Hahs, PA",813-928-0255
DORSEY PARK FIRST ADD,"414 NW 15th Way, Fort Lauderdale, FL, 33311",Silvio Cruz,954-859-5454
OXFORD PARK,"9000 NW 25th Ave, Miami, FL, 33147",Javier Sarabia,305-986-2107
650 BEACOM BOULEVARD - GROUND UP DEVELOPMENT,"650 Beacom Blvd, Miami, FL, 33135",Ken Wellar,215-454-2879
WASHINGTON PARK,"635 NW 22nd Rd, Fort Lauderdale, FL, 33311",Gustavo Mendoza,703-398-6172
112 N Peninsula Drive,"112 N Peninsula Drive, Daytona Beach, FL, 32118",Elaine Kogut,No Phone Number Available
ROHAN ACRES REPLAT,"1986 SW 28th Ln, Fort Lauderdale, FL, 33312",Mark Ferdman,305-502-1370
DUAL CONDO NO 1,"2311 SW 58th Ave, Miami, FL, 33155",Cristy Toro,305-799-1629
4834 WINDRUSH LN,"4834 WINDRUSH LN, Jacksonville, FL, 32217",Natallia Prakharenka,904-613-8903
4588 FIRST Avenue,"4588 FIRST Avenue, St Augustine, FL, 32095",JAMES BROWN,No Phone Number Available
Prime Location Gas Station w/ Successful Fried Chicken Fast,"100 Dog Track Rd, Longwood, FL, 32750",Carolina Habash,407-227-8528
(2) acreTracks,"FL-16, Raiford, FL, 32083",DONNA HARRIS,904-966-9381
6 Property Portfolio,"1701 N S St, Pensacola, FL, 32505",Jean Rosado,850-750-2250
1925 18th Street,"1925 18th Street, Vero Beach, FL, 32960",Erica Ogilvie,No Phone Number Available
8209 Hwy 2301,"8209 Hwy 2301, Youngstown, FL, 32466",Melissa Barbee,850-775-7600
"Luxury Duplex In Perdido Key, FL","14013 Innerarity Point Rd, Pensacola, FL, 32507",Angela Kent,757-470-6150
OCEAN PARK,"219 NW 7th Ct, Hallandale Beach, FL, 33009",Esther Peart,305-331-4641
524 ST CLAIR Street,"524 ST CLAIR Street, Starke, FL, 32091",Jeff Boyer,904-513-8575
ARCH CREEKS ESTATES,"1315 NE 146th St, Miami, FL, 33161",Rafael Rivas,305-431-2002
JEWELL HEIGHTS,"1020 NW 33rd St, Miami, FL, 33127",Karim Samy,407-405-2969
BISCAYNE AVE TR,"5752 NW 1st Ave, Miami, FL, 33127",Margaret Gachelin,786-383-5710
NINTH ST TERRACE,"4375 NW 3rd St, Miami, FL, 33126",Kenny Raymond,786-443-9649
555 7TH Avenue S,"555 7TH Avenue S, Jacksonville Beach, FL, 32250",JORDAN HOOTEN,No Phone Number Available
House and Studio near University of Florida,"1035 NE 3rd Ave, Gainesville, FL, 32601",Jonathan Colon,352-538-1453
PROGRESSO,"1013 NE 3rd Ave, Fort Lauderdale, FL, 33304",Terri Dominguez,305-479-3144
919 NW 23rd Avenue,"919 NW 23rd Avenue, Gainesville, FL, 32609",Tony Espetia,352-335-4999
LAUDERDALE PARK 6-33 1/2,"1601 NE 11th Ave, Fort Lauderdale, FL, 33305",Eirini Melaniti,786-212-0375
681 S Orlando Avenue,"681 S Orlando Avenue, Cocoa Beach, FL, 32931",Heather Pauley,No Phone Number Available
7815 JASPER Avenue,"7815 JASPER Avenue, Jacksonville, FL, 32211",Phillip Poe,904-347-1630
TIERRA ALTA,"4785 SW 4th St, Miami, FL, 33134",Jonathan Vega,786-417-5918
Lehigh estates,"5241 -5243 28th St SW, Lehigh Acres, FL, 33973",Cedric Stubbs,941-875-1117
845 EDGEWOOD Avenue W,"845 EDGEWOOD Avenue W, Jacksonville, FL, 32208",ALEXANDRIA CHIASSON,No Phone Number Available
DORSEY PARK FIRST ADD,"417 NW 15th Ave, Fort Lauderdale, FL, 33311",Bibiana Pelaez,954-880-2550
Lehigh Acres,"1200 W 12th Street, Lehigh Acres, FL, 33972",Gabriel Eguez,123-956-0605
Eastwood Village,"2901 W Granfield Ave, Plant City, FL, 33563",Nick Ganey,813-967-6077
0 Earl Street,"0 Earl Street, Daytona Beach, FL, 32118",Nannette Durning,386-216-9519
Bird Industrial Condominiums A,"4256 SW 73rd Ave # 9, Miami, FL, 33155",Frank Kissel,305-496-0901
Lehigh Estates,"4737/4739 14th ST SW, Lehigh Acres, FL, 33973",Madeline Garcia,239-325-7770
WASHBURNS 2ND ADDN,"1709 NW 22nd Ct, Miami, FL, 33125",Julio Hernandez,305-632-3144
WASHINGTON HEIGHTS,"820 21st St, West Palm Beach, FL, 33407",Claudia Scala,305-710-4144
475 3rd Street,"475 3rd Street, Daytona Beach, FL, 32117",Scott Harter,No Phone Number Available
NORTH MIAMI ESTS,"1320 NW 44th St, Miami, FL, 33142",David Smith,305-922-6667
420 Mercury Avenue SE,"420 Mercury Avenue SE, Palm Bay, FL, 32909",seyed hosseini,321-220-4477
2112 DETROIT Street,"2112 DETROIT Street, Jacksonville, FL, 32254",GODSLOVE EZIEMEFE,No Phone Number Available
BUCHANAN CENTER,"709 N 20th Ct, Hollywood, FL, 33020",Moises Alicea,954-534-5111
Palm Springs,"3961 Park Ln, Palm Springs, FL, 33406",Caridad Snyder,561-352-9076
SUNNYLAND PARK NO 2,"501 NW 8th St, Florida City, FL, 33034",Isabel Galvis,786-541-5305
704 E Lincoln Avenue,"704 E Lincoln Avenue, Melbourne, FL, 32901",Andrea Aylett-Hosch,407-497-8563
Lee County Unincorporated,"1516/1518 W 12TH Street, Lehigh Acres, FL, 33972",Gabriel Eguez,123-956-0605
LIBERTY GARDENS,"3420 NW 213th Ter, Miami Gardens, FL, 33056",Bruce Dier,954-204-2130
VENETIAN GARDENS ACRESPB,"15721 NW 40th Ct, Miami Gardens, FL, 33054",Luis Capote,786-479-6262
Latin Restaurant,"Latin Restaurant, Hollywood, FL, 33024",Albert Martinez,No Phone Number Available
2832 Miriam St,"2832 Miriam St S, Gulfport, FL, 33711",Jeff Copeland,727-235-7988
141 Hazel Ave,"141 Hazel Ave, Georgetown, FL, 32139",Evelyn Coira Arquette,No Phone Number Available
E LIBERTY CITY SEC A,"1620 NW 64th St, Miami, FL, 33147",Dafne Lucero,305-301-4353
17135 Highway 231,"17139 Highway 231, Fountain, FL, 32438",Jim Davis,850-774-4712
ROHAN ACRES,"2960 SW 17th St, Fort Lauderdale, FL, 33312",Cosmin Soponar,954-328-8238
WASHINGTON PARK,"626 NW 22nd Rd, Fort Lauderdale, FL, 33311",Pinchas Vaknine,954-655-9796
PROSPECT GARDENS,"319 NW 43rd St, Oakland Park, FL, 33309",Adriana Pujols,954-709-6174
51 ATLANTIC OAKS Circle,"51 ATLANTIC OAKS Circle, St Augustine, FL, 32080",HANNA PENNINGTON,No Phone Number Available
HOLLYWOOD TERRACE,"2709 Grant St, Hollywood, FL, 33020",Sergey Grib,786-923-7118
LEHIGH ESTATES UNIT 2,"117-119 Meadows Road, Lehigh Acres, FL, 33973",Cedric Stubbs,941-875-1117
ARCH CREEK ESTS,"1371 NE 144th St, Miami, FL, 33161",Rosalind Brown,786-253-3364
520 Vermont Avenue,"520 Vermont Avenue, Daytona Beach, FL, 32118",Jessica Melton,386-675-2445
OJUS SUB,"2470-2472 NE 182nd Ter, North Miami Beach, FL, 33160",Diana Calle,786-346-8698
PALM GARDEN PARK,"6624 SW 48th St, Davie, FL, 33314",Denise Ireland-Miller,954-401-4632
3 property 16 tenant portfolio,"346 Clifton Ave, Daytona Beach, FL, 32117",Byron Hebert,386-451-4828
5142 ACOMA Avenue,"5142 ACOMA Avenue, Jacksonville, FL, 32210",Tobin Bossola,904-910-8084
520-522 Lee Avenue,"520-522 Lee Avenue, Satellite Beach, FL, 32937",Todd Tracy,No Phone Number Available
BETHUNE HOMESITES,"1842 NW 74th St, Miami, FL, 33147",Michelle Vonwald,305-962-8079
1231/1235 PANGOLA Drive,"1231/1235 PANGOLA Drive, Jacksonville, FL, 32205",JAMES SHEILS,No Phone Number Available
VICTORIA MANOR,"7728 NW 17th Pl, Miami, FL, 33147",Sebastian Ramirez,786-212-9813
"Triple Lot- Church, Multi-Family Zoning!","2800 41st Ave N, St. Petersburg, FL, 33714",Katie Fernandez,727-239-9297
125 E Boundary Drive,"125 E Boundary Drive, Georgetown, FL, 32139",Evelyn Coira Arquette,No Phone Number Available
RIVERSIDE PARK,"1901 SW 11th St, Fort Lauderdale, FL, 33312",Christopher Lazaro,305-859-4733
246 Kelou Court,"246 Kelou Court, Leesburg, FL, 34788",Richard Hoover,No Phone Number Available
13355 N Indian River Drive,"13355 N Indian River Drive, Sebastian, FL, 32958",Lisa Bendixen,No Phone Number Available
SUNNY HAVEN,"26633 SW 138th Ct, Homestead, FL, 33032",Daniel Gonzalez,305-915-7595
MULTIFAMILY DEVELOPMENT POTENTIAL,"1904 E University Ave, Gainesville, FL, 32641",Trisha Roy,352-474-5032
Deltona Village,"939 Hollywood Blvd, Deltona, FL, 32725",Jerry Robson,440-823-3746
959 SW 122nd Ave # 959,"959 SW 122nd Ave # 959, Miami, FL, 33184",Marianela Ugarte,305-338-9308
GREEN OAKS,"1425 NE 131st St, North Miami, FL, 33161",Carnegie Desir,305-342-9232
NO MIAMI EST SEC 3,"4851 NW 15th Ave, Miami, FL, 33142",Raffaele Capoferro,305-458-0781
MELROSE HEIGHTS 3RD ADDN,"3050 NW 32nd St, Miami, FL, 33142",Becky Mato,786-519-0381
PROGRESSO,"1035 NW 8th Ave, Fort Lauderdale, FL, 33311",Adenis Monsalve,786-489-9009
3153 POST Street,"3153 POST Street, Jacksonville, FL, 32205",Shelby Dorsey,904-588-2195
PROGRESSO,"1020 NW 5th Ave, Fort Lauderdale, FL, 33311",Marva Jarman,954-562-7892
2826 &2830 Hester Avenue SE,"2826 &2830 Hester Avenue SE, Palm Bay, FL, 32909",Mariam Shapira,321-405-9050
Forest Park,"141 SE 13th Ave, Boynton Beach, FL, 33435",Jay Shlimbaum,954-703-9360
1090 NW 112th Ter,"1090 NW 112th Ter, Miami, FL, 33168",Alejandro Patino,954-328-6498
COLUMBIA PARK CORR PL,"400 NW 46th St, Miami, FL, 33127",Itai Tsanaani,786-838-3114
PROSPECT GARDENS,"321 NW 43rd St, Oakland Park, FL, 33309",Adriana Pujols,954-709-6174
1718 Papaya Street,"1718 Papaya Street, Bunnell, FL, 32110",Ray Hewitt,No Phone Number Available
JEREMIAH'S ITALIAN ICE AND GELATO,"3650 N Federal Hwy, Lighthouse Point, FL, 33064",Tom Tsambourlianos,954-445-2611
4304 GRUNTHAL Street,"4304 GRUNTHAL Street, Jacksonville, FL, 32209",Tobin Bossola,904-910-8084
4141 LORENZO Court,"4141 LORENZO Court, Jacksonville, FL, 32208",PARKER GAILEY,No Phone Number Available
0 Washington Avenue,"611 Washington Avenue, Cape Canaveral, FL, 32920",Larry Fleckinger Jr.,No Phone Number Available
Latitude One West Brickell Off,"175 SW 7th St # 1508, Miami, FL, 33130",Liza Him,786-271-5519
21741 SE 149th Lane,"21741 SE 149th Lane, Umatilla, FL, 32784",Michelle Sales,423-523-5731
2 Annette Drive,"2 Annette Drive, Melbourne, FL, 32904",Linda Williams,No Phone Number Available
18 Coronado Road,"18 Coronado Road, Flagler Beach, FL, 32136",Nick Magrone,No Phone Number Available
THE TROPICS AMD,"2803 NW 91st St, Miami, FL, 33147",Denys Orellana,305-389-4610
0 W Indian River Boulevard W,"0 W Indian River Boulevard W, Edgewater, FL, 32132",Heather Hall,No Phone Number Available
LAUDERHILL MANOR,"2021 NW 59th Ter, Lauderhill, FL, 33313",Esteban Marchese,786-868-7633
HOLLYWOOD BEACH HEIGHTS S,"5616 Arthur St, Hollywood, FL, 33021",Thomas Lanigan,954-520-2353
COPPS C W ADD TO BOYNTON,"400 NE 2nd St, Boynton Beach, FL, 33435",Sophia Allen,954-884-0049
TAMARAC FOREST,"4290 NW 21st Ave, Oakland Park, FL, 33309",Christopher Garcia,305-457-7542
230 Hazel Avenue,"230 Hazel Avenue, Georgetown, FL, 32139",Aurora Green,No Phone Number Available
Well Established Stone Wholesaler,"Undisclosed, Jacksonville, FL 32216, Jacksonville, 32216",Alexandra Florez,904-885-3077
2ND,"1186 NW 101st St, Miami, FL, 33150",Frantz Laurent,954-588-8969
000 Sandy Lane NE,"000 Sandy Lane NE, Palm Bay, FL, 32905",Jeff Hagen,No Phone Number Available
CITRUS PARK,"2910 SW 10th St, Miami, FL, 33135",Elior Levi,954-743-7594
Harry Smooth's Tobacco and Vape Shop,"221 S Hopkins Ave, Titusville, FL, 32796",Rose DeMott,321-243-6068
415 Seahorse Lane,"415 Seahorse Lane, Cocoa, FL, 32927",Laura Boles,No Phone Number Available
313 ANASTASIA Boulevard,"313 ANASTASIA Boulevard, St Augustine, FL, 32080",Jason Wojcik,904-566-8123
N/a,"613-615 SE 23rd Pl, Cape Coral, FL, 33990",Shanae Herrera,786-843-9223
Townsend Lane - In Downtown Plan,"35 C L Townsend Ln, Crawfordville, FL, 32327",Rhonda Harvey,850-509-3920
PRAMAR,"71 NE 67th St, Miami, FL, 33138",Henry Benavides,786-399-1393
136 PHELPS Street,"136 PHELPS Street, Jacksonville, FL, 32206",CHRIS MIDDLEBROOKS,No Phone Number Available
918 KING Street,"918 KING Street, Jacksonville, FL, 32204",TREY HAGINS,No Phone Number Available
850 Main Street,"850 Main Street, Titusville, FL, 32796",Ava Longsworth,No Phone Number Available
WESTHAVEN,"2637 NW 23rd Ct, Miami, FL, 33142",Roxana Garriga PA,786-683-5017
254 Holiday Park Boulevard NE,"254 Holiday Park Boulevard NE, Palm Bay, FL, 32907",Angel Gilyard,No Phone Number Available
LAR ESTATES NO 2,"808 SW 5th Ct, Hallandale Beach, FL, 33009",Christopher Lekas,954-290-3983
3540 1st Ave S | 6 Unit Development Opportunity,"3540 1st Ave S, St. Petersburg, FL, 33711",Zach Steinberger,941-539-7253
619 & 623 S Ridgewood Avenue,"619 & 623 S Ridgewood Avenue, Daytona Beach, FL, 32114",Jose Artigas,386-290-5316
IRONS MANOR 2ND ADDN,"963 NE 132nd St, North Miami, FL, 33161",Marcel Jeanty,305-761-9906
Devonaire Commerce Center 1,"12440 SW 128th St # 6, Miami, FL, 33186",John Duran,786-253-2995
107 Oceans Circle,"107 Oceans Circle, Daytona Beach, FL, 32118",Terri Rijos,386-500-1057
Semi-Absentee Owner Appliance Repair Business in FL,"2400 Yankee Clipper Dr, Jacksonville, FL, 32218",Jeff Smith,407-509-5200
Innovative Air Conditioning LLC,"4702 Wadita Ka Way, West Palm Beach, FL, 33417",No Newname,No Phone Number Available
CENTRAL COMML HOMESTEAD,"616 SW 8th Ave, Homestead, FL, 33030",Roberto Azua,786-518-9664
2014 Blais Avenue,"2014 Blais Avenue, Daytona Beach, FL, 32118",Amber Morgan,No Phone Number Available
BISCAYNE SHORES CORR PLAT,"1361 NE 110th Ter, Miami, FL, 33161",Gian Ciccone Falco,786-547-7126
8 Slatington Place,"8 Slatington Place, Palm Coast, FL, 32164",Richard Hoover,No Phone Number Available
369-371 Jefferson Street,"369-371 Jefferson Street, Daytona Beach, FL, 32114",Nicole Paik,No Phone Number Available
CM RV & MH Park,"707 Eden Ln, Cantonment, FL, 32533",Mark Whitworth,616-301-0765
ALMENDARES,"11712-11714 NW 3 ave, Miami, FL, 33168",Mateo Usuga,786-486-6238
LAUDERDALE,"1001 SW 4th Ave, Fort Lauderdale, FL, 33315",Blanca Buenano,786-818-0757
DUNBAR TERR,"1200 W 31st St, Riviera Beach, FL, 33404",Darnell Aponte,305-393-3697
142 Highland Street,"142 Highland Street, Cocoa, FL, 32922",Donna Gianotti-Kelley,No Phone Number Available
18146 Collins Ave,"18146 Collins Ave, Sunny Isles Beach, FL, 33160",Moises Benzaquen,954-454-4665
619 S Ridgewood Avenue,"619 S Ridgewood Avenue, Daytona Beach, FL, 32114",Jose Artigas,386-290-5316
0 14th Street,"3892 14th Street, Micco, FL, 32976",Paul Hayhurst,No Phone Number Available
2534 SW 6TH STREET - GROUND UP DEVELOPMENT,"2534 SW 6th St, Miami, FL, 33135",Ken Wellar,215-454-2879
Stop & Go,"5687 S Ridgewood Ave, Port Orange, FL, 32127",Mital Saraiya,386-566-2183
4428 MELROSE Avenue,"4428 MELROSE Avenue, Jacksonville, FL, 32210",KIM KOWAL,No Phone Number Available
Multifamily Opportunity - 9 Homes with Huge Upside,"1025 W Socrum Loop Rd, Lakeland, FL, 33809",Craig Morby,863-581-0059
TENALLA OCEAN FARMS,"20137 SW 88 CT, Cutler Bay, FL, 33189",Alfredo Bild,305-951-6144
PETERS ADDN TO PRAMAR SUB,"175 NW 68th St, Miami, FL, 33150",Jorge Martinez de Castro,305-510-5589
721 NW 21st Ct,"721 NW 21st Ct, Miami, FL, 33125",Enrique Enriquez,305-951-4487
Elite Centre,"10450 NW 33rd St # 406, Doral, FL, 33172",Marco Barrios,786-344-2781
COLLINGWOOD,"3071 SW 2nd St, Miami, FL, 33135",Yusmay Canizalez Canizalez,786-604-8434
COMFORT GARDENS 1ST ADDN,"3285-3287 NW 13th Ter, Miami, FL, 33125",Zully Rosario Alarcon Peralta,786-487-2357
BREEZYWAY MANOR SECOND AD,"1330 SW 34th Ave, Fort Lauderdale, FL, 33312",David Freed,954-263-8115
EVERGREEN GARDENS,"1439 NW 26th St, Miami, FL, 33142",Rafael Herrera,305-303-7536
2979 DOWNING Street,"2979 DOWNING Street, Jacksonville, FL, 32205",Latif Muhaimeen,No Phone Number Available
1812 Papaya Street,"1812 Papaya Street, Bunnell, FL, 32110",Ray Hewitt,No Phone Number Available
1341 S Patrick Drive,"1341 S Patrick Drive, Satellite Beach, FL, 32937",Danielle Mahony,No Phone Number Available
OAKLAND PARK SECOND ADD,"565 NE 32nd St, Oakland Park, FL, 33334",Christian Chis,954-687-4295
BELLEVUE SUB,"1842 NW 18th Ter, Miami, FL, 33125",Keith Terrel,786-469-1718
PROGRESSO,"1018 NW 6th Ave, Fort Lauderdale, FL, 33311",Emmanuel Aldabe,305-796-6966
3684 Evergreen Avenue,"3684 Evergreen Avenue, Bunnell, FL, 32110",Bill Familia,407-467-8198
1438 W 22ND Street,"1438 W 22ND Street, Jacksonville, FL, 32209",Antoinette Jackson,904-401-7858
37 ULLMAN Place,"37 ULLMAN Place, Palm Coast, FL, 32164",JENNIFER LAWRENCE,No Phone Number Available
Profitable Group Home for Sale,"148 NE 16th Ave, Boynton Beach, FL, 33435",Rhys Hollyman,No Phone Number Available
FRANK TOLIN SUB,"990 SE 4th St, Hialeah, FL, 33010",Carlos Carballosa,786-399-0133
F & D SUB,"7387 NW 76th St, Tamarac, FL, 33321",reynald sanon,954-562-1623
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
SO ALLAPATTAH GARDENS,"25421 SW 107th Ct, Homestead, FL, 33032",Rene' Bowen,305-333-7508
Windermere Investment Townhome,"13727 Bressler Aly, Windermere, FL, 34786",Nick Vaseloff,689-202-8487
HOLLYWOOD PARK,"2309 Liberty St, Hollywood, FL, 33020",Elena Iturriaga,786-486-7833
THE TROPICS AMD,"2924 NW 94th St, Miami, FL, 33147",Joshua Cadillac,954-608-0931
NEW HAVEN SUB,"2321 NW 33rd St, Miami, FL, 33142",Mayelin Ortega Gonzalez,786-781-3118
BOWLING GREEN,"1085-1087 NW 52nd St, Miami, FL, 33127",Mirtha Santana,786-208-6487
227 Johnson Avenue,"227 Johnson Avenue, Cape Canaveral, FL, 32920",Ellen Rubino,No Phone Number Available
927/929 N Grandview Avenue,"927/929 N Grandview Avenue, Daytona Beach, FL, 32118",Tina Turner,386-383-3690
2483 Pineapple Avenue,"2483 Pineapple Avenue, Melbourne, FL, 32935",Rick Caplin,No Phone Number Available
2918 Pineapple Avenue S,"2918 Pineapple Avenue S, Melbourne, FL, 32935",Michael Grayson,No Phone Number Available
0 Cardinal Boulevard,"0 Cardinal Boulevard, Daytona Beach, FL, 32118",Kevin Purucker,No Phone Number Available
STEBBINS SUB,"3101 W 1st Ave, Hialeah, FL, 33012",Miriam De Moya,305-586-6976
Floridian - New Construction SFR,"48 Malauka Dr, Ocklawaha, FL, 32179",Khemraj Sarju,305-417-8997
GRAND VIEW PALACE,"7601 E Treasure Dr # 5, North Bay Village, FL, 33141",Elsi Alava,305-815-1259
DIXIE MANOR,"315 NE 110th St, Miami, FL, 33161",Christina Morenza,305-801-1979
1170 Stillwood Court,"1170 Stillwood Court, Port Orange, FL, 32129",Buzzy Porter,No Phone Number Available
1017 W 6TH Street,"1017 W 6TH Street, Jacksonville, FL, 32209",Kravin Ellison,954-292-4883
440 S Caroline Street,"440 S Caroline Street, Daytona Beach, FL, 32114",Walter Borgen,386-334-4809
428 S Palmetto Avenue,"428 S Palmetto Avenue, Daytona Beach, FL, 32114",Al Wilson,386-212-5610
GLENWOOD HEIGHTS ADDN,"5228 NW 24th Pl, Miami, FL, 33142",Hector Duque,786-853-1918
431 Brett Avenue,"431 Brett Avenue, Interlachen, FL, 32148",Monique Miller,No Phone Number Available
508 Palm Avenue,"508 Palm Avenue, Ft. Pierce, FL, 34982",Robert Alarcon,No Phone Number Available
17 AVE MANOR,"1999 NW 46th St, Miami, FL, 33142",Rolando Ramirez,305-803-0894
LAUDERDALE ONE CONDO,"2401 NE 65th St #511, Fort Lauderdale, FL, 33308",Stefano Valsecchi,954-803-2415
7811 JASPER Avenue,"7811 JASPER Avenue, Jacksonville, FL, 32211",KAREN EWING,No Phone Number Available
117 Franklyn Avenue,"117 Franklyn Avenue, Indialantic, FL, 32903",James Edmunds,321-349-5068
623 S Ridgewood Avenue,"623 S Ridgewood Avenue, Daytona Beach, FL, 32114",Jose Artigas,386-290-5316
Pho Yummy Bar & Cafe,"2621 SE Ocean Blvd, Stuart, FL, 34996",Tammy Lee Figueroa,347-553-9398
ORANGE HEIGHTS,"1421 NW 58th St, Miami, FL, 33142",Maria Ferreira,305-582-9695
Non Disclouse,"Biscayne Blvd, Aventura, FL, 33181",Mariela Flores,305-409-2815
BISC GARDENS SEC A,"15260 NE 2nd Ave, Miami, FL, 33162",Serge Saintil,305-890-8234
HIGH SCHOOL PK TRACK,"160 NW 60th St, Miami, FL, 33127",Rolando Ramirez,305-803-0894
1407 McCaulely Road Unit 10,"1407 McCauley Road Tallahassee, Tallahassee, FL, 32308",Tiffany Hamilton,850-210-5821
9 SANDRA Drive,"9 SANDRA Drive, Jacksonville Beach, FL, 32250",jenny curtis,904-710-4831
2508 POST Street,"2508 POST Street, Jacksonville, FL, 32204",CASEY NOBLE,No Phone Number Available
Cape Coral,"601/603 SE 14, Cape Coral, FL, 33990",Steve Mas,786-380-1027
HOLLYWOOD,"2020 Madison St, Hollywood, FL, 33020",Alejandro Bruno,954-673-7739
Mirador 1200,"1200 West Ave # 6, Miami Beach, FL, 33139",Jose Rabel,305-989-0436
"203 Taylor Avenue A & B, Cape Canaveral, FL 32920","203 Taylor Avenue, Cape Canaveral, FL, 32920",Jonathan Krauser,321-261-0600
NORRIS PARK,"2027-29 NW 1st Ter, Miami, FL, 33125",Mayda Alpi,305-510-6022
SOUTHWOOD,"149/151 SW PENNFIELD, Lehigh Acres, FL, 33974",Carmin Maurice,954-274-8672
SEAPINES HOMESTEAD (7 TOWNHOMES),"28152 SW 142nd Ct, Homestead, FL, 33033",Jason Welt,No Phone Number Available
241 Martin Luther King Boulevard S,"241 Martin Luther King Boulevard S, Daytona Beach, FL, 32114",G.G. Galloway,386-295-0839
EVERGLADE LAND SALES CO,"4761 SW 66th Ter, Davie, FL, 33314",Ivan Niles,954-829-1451
Duplex(s) for Sale in Largo,"926 Lake Palms Dr., Largo, FL, 33771",Tom Steck,727-641-7771
ACME GULFAIR 2ND ADDN,"3121 NW 103rd St, Miami, FL, 33147",Mimose Joseph,954-822-7504
2561 Dairy Road,"2561 Dairy Road, Melbourne, FL, 32904",Jennifer Coley,No Phone Number Available
310 Mercury Avenue SE,"310 Mercury Avenue SE, Palm Bay, FL, 32909",Mariam Shapira,321-405-9050
PRAMAR,"110 NE 68th St, Miami, FL, 33138",Cecilia Cordova,305-458-5349
3047 POST Street,"3047 POST Street, Jacksonville, FL, 32205",BAILEY JORDAN,No Phone Number Available
GROVELAND,"2635 NW 25th Ave, Miami, FL, 33142",Jorge Rumayor,No Phone Number Available
WESTEND PARK,"2612 NW 13th Ave, Miami, FL, 33142",Alberto Vasquez,786-481-0204
250 N Tyndall Parkway,"250 N Tyndall Parkway, Panama City, FL, 32404",Mario Gobel,No Phone Number Available
FLORAL PK 1ST AMD,"1574 NW 58th St, Miami, FL, 33142",Alberto Calil,305-898-1604
1801 Coco Plum Street NE,"1801 Coco Plum Street NE, Palm Bay, FL, 32905",Ryan McDuffie,No Phone Number Available
Med Spa Business For Sale-Miami Lakes,"Med Spa For Sale Miami Lakes, Miami Lakes, FL, 33014",Teresa Campos,305-316-9220
501 E Fee Avenue,"501 E Fee Avenue, Melbourne, FL, 32901",Betsy Buckley,No Phone Number Available
Sailboat Bend,"804 SW 4th Street, Fort Lauderdale, FL, 33312",Dajuan Smith,337-849-2656
PROGRESSO,"1619 NW 8th Ave, Fort Lauderdale, FL, 33311",Alexander Novo,786-862-0692
1222 CLARK Street,"1222 CLARK Street, Jacksonville, FL, 32206",Brenda Moss,850-566-1658
PEMDALE,"303 NW 7th St, Hallandale Beach, FL, 33009",josh mor,818-430-7387
WEST FLAGLER,"230 NW 57th Ct, Miami, FL, 33126",Yesenia Rivera,786-470-9415
0 W Indian River Boulevard W,"0 W Indian River Boulevard W, Edgewater, FL, 32141",Heather Hall,No Phone Number Available
11368 Old Woodville Rd,"11368 Old Woodville Rd, Tallahassee, FL, 32305",Bert Pope,850-933-2378
Spapphira Prive,"40 S Pineapple Ave, Sarasota, FL, 34236",Kenia Rivas,941-737-6801
1120 Royal Palm Beach Blvd.,"1120 Royal Palm Beach Blvd., Royal Palm Beach, FL, 33411",Victoria Bosworth,561-951-0363
0 Earl Street,"0 Earl Street, Daytona Beach, FL, 32118",Guylaine Croteau,No Phone Number Available
FT LAUDERDALE ESTATES,"1471 NW 19th St, Fort Lauderdale, FL, 33311",Frantz Laurent,954-588-8969
HIALEAH REV PL 12TH ADDN,"190 W 27th St, Hialeah, FL, 33010",Marc Salvat,786-547-1297
