Building Name,Address,Broker,Broker Phone
Sierra Vista,"10623 Cascade Crk Dr, Rosharon, TX, 77583",Victor Steffen,512-270-3257
1707 W Bronze Drive,"1707 W Bronze Drive, Pharr, TX, 78577",Boone Tyson,956-621-6714
3803 Clavel Street,"3803 Clavel Street, Palmview, TX, 78572",Joe Ramirez,No Phone Number Available
Great for a 6-Plex Conversion! Priced Under Tax Value!,"2602 E Crosstimbers St, Houston, TX, 77093",Federico Medina,713-885-1292
1411 Oak Street,"1411 Oak Street, Weslaco, TX, 78596",Rebeca Bermudez,956-328-8473
1615 Seegar St,"1615 Seegar St, Dallas, TX, 75215",Kam Duhon,214-526-3626
TURNKEY SHORT TERM RENTALS INCOME | PORTFOLIO OPPORTUNITY,"7609 Appleton St, Houston, TX, 77022",Deborah Vollrath,01
217 E 12th St,"217 E 12th St, Bonham, TX, 75418",Anoo Sathappun,469-434-7300
18202 Washington Palm Drive,"18202 Washington Palm Drive, Penitas, TX, 78576",Marcelino Gonzalez,No Phone Number Available
636 CR 208,"636 County Road 208, Haskell, TX, 79521",Rebecca Wilson,940-256-4482
9902 Clark Rd Phase II,"9902 Clark Rd, Houston, TX, 77076",Adrian Barron,832-616-8504
506 N Mccoll Road,"506 N Mccoll Road, Edinburg, TX, 78541",Jenny Avellaneda,956-250-7556
Modern Nail Spa For Sale,"1411 N Custer Rd, McKinney, TX, 75071",Quynh Dang,214-971-0215
208 S Camino Real Street,"208 S Camino Real Street, San Juan, TX, 78589",Adriana Salinas,No Phone Number Available
1902 Jason Avenue,"1902 Jason Avenue, Edinburg, TX, 78539",Stephen Smith,956-225-5295
Fully Updated 4 Bedroom 2 Bath Single Family Home,"3923 Alsace St, Houston, TX, 77021",Deborah Vollrath,01
2501 Treasure Hills Boulevard,"2501 Treasure Hills Boulevard, Harlingen, TX, 78550",Lisa de la Garza,956-423-3488
905 Deluxe Street,"905 Deluxe Street, Alamo, TX, 78589",Jesus De Leon,No Phone Number Available
5311 2nd St.,"5311 Second St, Crosby, TX, 77532",Jeffrey Roberts,281-221-9560
22820 Turner Street,"22820 Turner Street, San Benito, TX, 78586",Jesus Gonzalez,No Phone Number Available
603 S Bicentennial Boulevard,"603 S Bicentennial Boulevard, McAllen, TX, 78501",Richard Garza,No Phone Number Available
"1132 W Rusk, Jacksonville","1132 W Rusk St, Jacksonville, TX, 75766",Ben Burks,903-520-0160
Multifamily Lots in Springtown,"TBD Hilltop Dr, Springtown, TX, 76082",Allyson Butler,817-706-6698
309 S 15th Avenue,"309 S 15th Avenue, Edinburg, TX, 78539",Daniel Chapa,956-271-2600
4002 S Denley Dr,"4002 S Denley Dr, Dallas, TX, 75216",Sonya Rafie,972-948-9200
Corner Highway Lot,"US-287, Corsicana, TX, 75109",Courtney Neiman,903-205-1555
1401 Coyote Hills,"1401 Coyote Hills, Edinburg, TX, 78541",Agustin Garcia,956-821-6170
406 S Fm 492,"406 S Fm 492, Mission, TX, 78572",Erick Ochoa,No Phone Number Available
000 N Inspiration Road,"000 N Inspiration Road, Edinburg, TX, 78541",Esteban Gomez,No Phone Number Available
3404 S Colt Lane,"3404 S Colt Lane, Edinburg, TX, 78539",Gema Hernandez,956-708-4014
214 Red Ant Drive,"214 Red Ant Drive, Weslaco, TX, 78596",Lidia Garcia,No Phone Number Available
Commercial / Residential,"19098 FM 2090, Conroe, TX, 77306",Ashley slade,832-630-6458
0 Stone Dr.,"0 Stone Dr., Harlingen, TX, 78550",Mario Salinas,956-346-1544
307 W Albatross Avenue,"307 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
Newly Constructed Rv/Boat Storage Investment Opportunity,"504 S Louise St, Atlanta, TX, 75551",Brian Whatley,903-720-7356
Investment Opportunity RV Park,"703 N Main St, Balmorhea, TX, 79718",Laura Lester,469-569-3777
303 S Ridge Lane,"303 S Ridge Ln, San Juan, TX, 78589",Gloria Resendez,956-821-6170
2021 Stardust Lane,"2021 Stardust Lane, Edinburg, TX, 78541",Cynthia Landin,No Phone Number Available
110 S Ridge Avenue,"110 S Ridge Avenue, San Juan, TX, 78589",Gilbert Beas,956-467-7458
3115 Diamondhead Avenue,"3115 Diamondhead Avenue, Alton, TX, 78573",Nacole Ricks,956-207-0456
913 W Kohala Avenue,"913 W Kohala Avenue, Alton, TX, 78573",tiffany moreno,956-558-8383
2709 Primrose Avenue,"2709 Primrose Avenue, Edinburg, TX, 78541",Gabriel Alcantar,No Phone Number Available
3716 W Clavel Street W,"3716 W Clavel Street W, Palmview, TX, 78572",José Carlos Gonzalez,956-562-9729
Cedars Opportunity,"1718 S Good Latimer Expy, Dallas, TX, 75226",J. Scott Lake,214-526-3626
Luxury Warehouse Storage,"4155 Kreinhop Rd units 106 & 107, Spring, TX, 77388",Lelia Aguilar,936-524-4712
3210 Rural Ranch Rd #14,"3210 Rural Ranch Rd, Gainesville, TX, 76240",Misty Schmitz,940-736-0548
936 Cropper Rd,"936 Cropper Rd, Burkburnett, TX, 76354",Chuck Pace,940-263-1103
3202 Luz Divina Street,"3202 Luz Divina Street, Edinburg, TX, 78542",Lauren Ramirez,No Phone Number Available
503 Peabody Avenue,"503 Peabody Avenue, Edinburg, TX, 78539",Vikki Wright,No Phone Number Available
2701 El Barquito Drive,"2701 El Barquito Drive, Palmview, TX, 78572",Francisco Pacheco,956-309-2422
2122 Taxco Court,"2122 Taxco Court, Edinburg, TX, 78542",Veronica O'Cana,No Phone Number Available
Anderson,"203 E Anderson Ave, Round Rock, TX, 78664",Matthew Teifke,512-914-4806
608 N Mccoll Road,"608 N Mccoll Road, Edinburg, TX, 78539",Alberto Nino,956-884-5748
Roma Garden Apartments,"401 Bethel St, Roma, TX, 78584",Edward Maldonado,956-624-7965
00 Guerrero St. # 3,"00 Guerrero St. # 3, Brownsville, TX, 78520",Veronica Gonzalez,956-293-3056
805 W Garrison Drive,"805 W Garrison Drive, Pharr, TX, 78577",Aprillynn Sanchez,No Phone Number Available
2713 Israel Avenue,"2713 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
700 Palmer Road,"700 Palmer Road, Mission, TX, 78573",Isaiah Ramos,No Phone Number Available
7114 Venus Drive,"7114 Venus Drive, Edinburg, TX, 78542",Veronika Ramirez,956-489-1136
3121 Briggs Street,"3121 Briggs Street, Weslaco, TX, 78596",Dendea Balli,No Phone Number Available
916 13th Street,"916 13th Street, Alamo, TX, 78589",Ayleen Reyes,No Phone Number Available
4410 Brady Street,"4410 Brady St, Houston, TX, 77011",Melissa Thiry,832-846-5123
0 W Brushline Road,"0 W Brushline Road, Mission, TX, 78574",Agustin Garcia,956-821-6170
11900 N Taylor Road,"11900 N Taylor Road, Edinburg, TX, 78541",Veronica Ayala,No Phone Number Available
00000 N Ware Road,"00000 N Ware Road, Edinburg, TX, 78541",Nestor Montemayor,956-412-1412
3.55 AC Fully Entitled Multifamily Tract,"2735 Harvey Mitchell Pkwy S, College Station, TX, 77840","Jeremy Richmond, CCIM",979-268-2000
1718 Davenport Street,"1718 Davenport Street, Weslaco, TX, 78596",Cynthia Landin,No Phone Number Available
00000 Melba Carter Road,"00000 Melba Carter Road, Mission, TX, 78572",Vicki Chrysler,956-821-1939
0000 Reynolds Dr,"0000 Reynolds Dr, La Feria, TX, 78559",ERIC STRICKO,956-970-2116
525 N 20th Street,"525 N 20th Street, McAllen, TX, 78501",Ronnie Ontiveros,956-628-4663
Vintage Townhomes,"3509 Aaron Pl, Lantana, TX, 76226",John Withers,940-390-6235
301 N 28th Street,"301 N 28th Street, McAllen, TX, 78501",Marcelino Gonzalez,No Phone Number Available
Beauty Salon,"19903 Stone Oak Pkwy, San Antonio, TX, 78258",Nora Uriostegui,210-254-0283
82 N Alvarez Road N,"82 N Alvarez Road N, Rio Grande City, TX, 78582",Sandra Saenz,No Phone Number Available
211 W Campeche Avenue,"211 W Campeche Avenue, Alton, TX, 78573",tiffany moreno,956-558-8383
523 Perkins Avenue,"523 Perkins Avenue, Mission, TX, 78572",TANA SPRINGER,956-792-0520
2615 E 32nd Street,"2615 E 32nd Street, Brownsville, TX, 78521",Hector Bernal,No Phone Number Available
Mom & Pops Pizza,"125 N Texas Street, De Leon, TX, 76444",Tim Lopez,254-734-5262
401 N Bethel Street,"401 N Bethel Street, Roma, TX, 78584",Edward Maldonado,956-624-7965
2709 Israel Avenue,"2709 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
214 Fig Drive,"214 Fig Drive, Edinburg, TX, 78541",Vanessa Grimaldo,No Phone Number Available
225-233 W 4th Street,"225-233 W 4th Street, La Joya, TX, 78560",Jose Narvaez,No Phone Number Available
1409 Beverly Avenue,"1409 Beverly Avenue, Weslaco, TX, 78596",Rudy Sanchez,No Phone Number Available
3366 1900,"3366 1900, Stanton, TX, 79782",Michelle Anaya,432-238-1971
5 Unit Rental Property On 5 Acres,"1501 County Rd 14, Lamesa, TX, 79331",Derek Dominguez,806-494-8700
606 Brito Lane,"606 Brito Lane, Weslaco, TX, 78596",Miguel Rojas,No Phone Number Available
3706 S Wyndham Avenue,"3706 S Wyndham Avenue, Pharr, TX, 78577",Linda Bookout,605-868-0023
405 Downing Avenue,"405 Downing Avenue, Edinburg, TX, 78539",Quincy Bonilla,No Phone Number Available
530 Jaguar Drive,"530 Jaguar Drive, Alamo, TX, 78516",Erika Ramirez,No Phone Number Available
1102A Beech St,"1102a Beech St, Taylor, TX, 76574",Syrissa Dominguez,512-269-9272
407 S Minnesota Road,"407 S Minnesota Road, Mission, TX, 78572",Rene Flores,No Phone Number Available
0 W Hwy 107 Highway W,"0 W Hwy 107 Highway W, McAllen, TX, 78573",Abiel De La Torre,No Phone Number Available
1902 Summer Breeze Street,"1902 Summer Breeze Street, Mission, TX, 78572",Marisol Morris,No Phone Number Available
2401 Bucks Run,"2401 Bucks Run, Austin, TX, 78744","Robby Roden, CCIM, CPM",512-787-6139
00 N Veterans Boulevard,"00 N Veterans Boulevard, Pharr, TX, 78577",Jesus Gonzalez,No Phone Number Available
1404 Lore Drive,"1404 Lore Drive, Weslaco, TX, 78599",Gregorio (Beto) Resendez,No Phone Number Available
304 Retama Lane,"304 Retama Lane, Weslaco, TX, 78596",Cynthia Landin,No Phone Number Available
1631 Gault Road,"1631 Gault Rd, Houston, TX, 77039",David Anglin,610-547-6940
705 Deanne Drive,"705 Deanne Drive, Weslaco, TX, 78596",Hector Gonzalez,No Phone Number Available
2809 N 32nd Street,"2809 N 32nd Street, McAllen, TX, 78501",Laura Aguilar,No Phone Number Available
659 W Sioux Road,"659 W Sioux Road, Donna, TX, 78537",DAVID BARBOSA,956-564-6085
11639 Rick St,"11639 Rick St, Odessa, TX, 79763",Araceli Reyes,432-803-7312
TURNKEY SHORT TERM RENTALS OPPORTUNITY,"7605 Appleton St, Houston, TX, 77022",Deborah Vollrath,01
1 acre city block,"201 N Lutterloh Ave, Gatesville, TX, 76528",Kandi Luensmann,254-223-8883
906 Tom Landry Street,"906 Tom Landry Street, Mission, TX, 78572",German Garza,No Phone Number Available
5905 Nightingale Avenue,"5905 Nightingale Avenue, McAllen, TX, 78504",Monica J. Acevedo,956-703-6377
31 Delta Road,"2808 Delta Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
129 E Gardenia Street,"129 E Gardenia Street, South Padre Island, TX, 78597",Deldi Ortegon,956-225-5509
00 Ranch Park Rd # 16,"00 Ranch Park Rd # 16, San Benito, TX, 78586",Elidia Avila Zapata,No Phone Number Available
Fully Updated SFH | Multifamily Value Add Potential,"7810 Appleton St, Houston, TX, 77022",Deborah Vollrath,01
3619 W Faith Hill Street W,"3619 W Faith Hill Street W, Edinburg, TX, 78541",Rene Flores,No Phone Number Available
Dallas - 2914 Taylor St. & 537 Hall St.,"2914 Taylor St. & 537 S. Hall St., Dallas, TX, 75226",Bennett Sikes,214-526-3626 ext- 132
21618 N Val Verde Road,"21618 N Val Verde Road, Edinburg, TX, 78542",Avinaash Buxani,956-949-9337
10524 Luna Road,"10524 Luna Rd, Dallas, TX, 75220",Hayman Shwan,972-200-3685
602 Buena Vista Drive,"602 Buena Vista Drive, Weslaco, TX, 78596",Rebeca Bermudez,956-328-8473
0 E St. Jude Avenue,"0 E St. Jude Avenue, Alton, TX, 78573",Delfino Cervantes,No Phone Number Available
308 E Ricky Crossland Avenue,"308 E Ricky Crossland Avenue, Elsa, TX, 78543",Ronnie Esparza,956-777-8859
North ware road,"4620 N Ware Rd, McAllen, TX, 78504",Deborah Bimpong,956-530-7922
416 W Date Palm Street,"416 W Date Palm Street, Donna, TX, 78537",David Tobar,No Phone Number Available
1310 E Alamo St A & B,"1310 E Alamo St A-B, Brenham, TX, 77833",Jake Carlile,979-277-5439
315 W Albatross Avenue,"315 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
Texas-Sized Event Venue,"803 Co Rd 6612, Devine, TX, 78016",Thomas M. Martinez,800-401-0199
1626 Playa Drive,"1626 Playa Drive, Weslaco, TX, 78596",Jorge Zambrano,No Phone Number Available
3613 Faith Hill Street,"3613 Faith Hill Street, Edinburg, TX, 78539",Brenda Ochoa,956-648-5700
1917 W Mile 2 Road,"1917 W Mile 2 Road, Mission, TX, 78574",Gladys Ramos,No Phone Number Available
621 W. Travis St.,"621 W Travis St, La Grange, TX, 78945",N. Scott Schultz,979-249-6869
6213 Charro Street,"6213 Charro Street, Mission, TX, 78574",Rodrigo Garza Saenz,No Phone Number Available
241 W 4th Street W,"241 W 4th Street W, La Joya, TX, 78560",TATIANA MARTINEZ,512-827-1588
0 Trosper Road,"0 Trosper Road, Mission, TX, 78573",Natalli Rodriguez,956-283-6338
2114 Taxco Court,"2114 Taxco Court, Edinburg, TX, 78542",Orlando Ramos,No Phone Number Available
220 N Waxahachie Street,"220 N Waxahachie Street, Mission, TX, 78573",Karina Jones,No Phone Number Available
Jeff Vegan,"3580 Preston Rd, Frisco, TX, 75034",Betty Johnson,214-205-5516
300 W Albatross Avenue,"300 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
3 SFR Portfolio | West Lubbock | 8.5% actuals | 100% occup.,"6139 39th St, Lubbock, TX, 79407",Rohit Mittal,806-438-9116
Liquor Mart,"16143 N Eldridge Pkwy, Tomball, TX, 77377",Heena Kaur,832-330-0047
29 Charlie Road,"2813 Charlie Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
"12 Ready-to-Build Residential Lots | Littlefield, TX","1200 W 15th St, Littlefield, TX, 79339",Eric Turpen,806-679-6206
1521 W St. Francis Avenue,"1521 W St. Francis Avenue, Alton, TX, 78573",Maricela Garza,No Phone Number Available
0 Sonesta Ct,"0 Sonesta Ct, Harlingen, TX, 78550",Chantelle Mascorro,No Phone Number Available
1109-1111 W Gardenia Avenue,"1109-1111 W Gardenia Avenue, McAllen, TX, 78501",Elijah Trevino,No Phone Number Available
Trinity Grove - Planned Development Zoning,"2314 Haslett St, Dallas, TX, 75208",Cerissa Jornod,214-770-7178
Beltway 8 & Highway 90 Pad Sites,"SE Corner of Beltway 8 and Hwy 90, Houston, TX, 77049",David Ferguson,713-350-2783
3501 Frio Avenue,"3501 Frio Avenue, McAllen, TX, 78504",chassidy wilson,956-900-3456
East Texas Commercial Opportunity,"207 N Temple Dr, Diboll, TX, 75941",Joe Loft,314-281-9900
280 Caroline,"280 Caroline, La Feria, TX, 78559",Carla Borrego,No Phone Number Available
Leased Duplex in New Braunfels,"1480 Gardenia Dr, New Braunfels, TX, 78130",Jessica Neal,210-710-5308
3110 Druid St,"3110 Druid St, Houston, TX, 77091",MARK NOOR,832-961-7777
2305 Pinn Rd,"2305 Pinn Rd, San Antonio, TX, 78227",Richard Waterhouse,512-535-4850
1717 Belinda Drive,"1717 Belinda Drive, Weslaco, TX, 78599",Adrian Trujillo,No Phone Number Available
9149 Alaska Rd.,"9149 Alaska Rd., Brownsville, TX, 78521",Dalia Hernandez,No Phone Number Available
"717 Rice Rd, Tyler (Rental Home on Nearly an Acre!)","717 Rice Rd, Tyler, TX, 75703",Haden Riggs,903-780-8006
1733 S Salinas Street,"1733 S Salinas Street, Donna, TX, 78537",Isabel Cantu,No Phone Number Available
0 N Sharp Road N,"0 N Sharp Road N, Edinburg, TX, 78542",Janet Aranda,No Phone Number Available
Henrietta Auto Shop LLC,"1411 W Omega St, Henrietta, TX, 76365",Scott Williams,940-781-7484
Red Metal Building,"1004 S Walnut St, Lampasas, TX, 76550",Abe & Leah Caruthers,512-627-6670
1618 Tampa Street,"1618 Tampa Street, Edinburg, TX, 78541",Christopher Garcia,No Phone Number Available
212 N 7th Street,"212 N 7th Street, Donna, TX, 78537",Jose Betancourt,No Phone Number Available
00 Ware Road,"00 Ware Road, McAllen, TX, 78504",Perla Castillo,No Phone Number Available
1802 W Ramirez Street,"1802 W Ramirez Street, Mission, TX, 78572",Daniel Chapa,956-271-2600
1506 Playa Drive,"1506 Playa Drive, Weslaco, TX, 78596",Daniela Perez,No Phone Number Available
Valentinos,"8031 Harrisburg Blvd, Houston, TX, 77012",Maria Rebollar,713-551-6299
1109 and 1111 Hardy St.,"1109 Hardy St, Houston, TX, 77020",Mary Eyuboglu,281-881-5343
1630 Playa Drive,"1630 Playa Drive, Weslaco, TX, 78596",Glenda Pecina,956-579-2276
2821 Charlotte Drive,"2821 Charlotte Drive, Pharr, TX, 78577",Perla Castillo,No Phone Number Available
4409 Kenyon Road,"4409 Kenyon Road, Edinburg, TX, 78542",Javier Garza Jr.,No Phone Number Available
Hazelwood Duplex,"1729 Hazelwood St, Conroe, TX, 77301",Royce Marek,713-953-2127
229 W 4th Street,"229 W 4th Street, La Joya, TX, 78560",Jose Narvaez,No Phone Number Available
2513 Israel Avenue,"2513 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
18 Unit Duplex Community,"1011 E Bryant St, Troup, TX, 75789",Lisa Rohus,903-570-4915
225 W 4th Street,"225 W 4th Street, La Joya, TX, 78560",Jose Narvaez,No Phone Number Available
1810 W Portales Drive,"1810 W Portales Drive, Edinburg, TX, 78539",Vikki Wright,No Phone Number Available
All Day Liquor,"18311 T C Jester Blvd, Spring, TX, 77379",Heena Kaur,832-330-0047
1503 S Pamplona Street,"1503 S Pamplona Street, Pharr, TX, 78577",Alejandra Ramon,No Phone Number Available
142 S Val Verde Road,"142 S Val Verde Road, Donna, TX, 78537",Ramon Pecina,956-600-7494
1024 N Abbey Avenue,"1024 N Abbey Avenue, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
1208 Chapin Street,"1208 Chapin Street, Edinburg, TX, 78541",Diana Mireya,No Phone Number Available
2909 Charlie Road,"2909 Charlie Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
2109 Viviana Street,"2109 Viviana Street, Edinburg, TX, 78504",Patricia Baez,No Phone Number Available
912 N Blair Avenue,"912 N Blair Avenue, Edinburg, TX, 78541",Monica Gonzalez,No Phone Number Available
904 Pleasant View Drive,"904 Pleasant View Drive, Weslaco, TX, 78599",Cesar Felix,956-648-2918
1802 Norma Lane,"1802 Norma Lane, Edinburg, TX, 78539",Cesar Felix,956-648-2918
1913 Summer Breeze Street,"1913 Summer Breeze Street, Mission, TX, 78572",Erma Ramientos,No Phone Number Available
1025 N Clarence Avenue,"1025 N Clarence Avenue, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
4926 Locust Grove Road - 5 Residential Lots!,"4926 Locust Grove Rd, Garland, TX, 75043",Cerissa Jornod,214-770-7178
Busy Nail Salon in Wichita Falls,"3509 McNiel Ave, Wichita Falls, TX, 76308",Quynh Dang,214-971-0215
5801 Northwestern Avenue,"5801 Northwestern Avenue, McAllen, TX, 78504",Katty Valdez,956-467-2120
"209 Main, 306 E Lee Main, Brownwood, Texas 76801","209 Main St, Brownwood, TX, 76801",MARK CAMPBELL,325-646-1547
421 Mile 1 1/2 E,"421 N Mile 1 W, Mercedes, TX, 78570",Pedro Ayala,No Phone Number Available
1201 E Olympia Avenue,"1201 E Olympia Avenue, McAllen, TX, 78503",Yadira Velarde,956-578-3340
"Sports Entertainment Venue, Excess Land & Businesses","5757 SH-205, Rockwall, TX, 75032",David English,972-961-8532
1820 Jason Avenue,"1820 Jason Avenue, Edinburg, TX, 78539",Stephen Smith,956-225-5295
0 Red Ant Drive,"0 Red Ant Drive, Progreso, TX, 78579",Kevin Joseph Martinez,No Phone Number Available
281 Hwy 281,"281 Hwy 281, San Benito, TX, 78586",Beatriz Guillen,956-589-9633
421 E Acacia Street,"421 E Acacia Street, Alamo, TX, 78516",YANETT RODRIGUEZ,956-522-8213
1711 W Smith Drive,"1711 W Smith Drive, Pharr, TX, 78577",Preshina Samtani,No Phone Number Available
1701 W Mcintyre Street,"1701 W Mcintyre Street, Edinburg, TX, 78541",Ramon Pecina,956-600-7494
704 N Alexandrite Avenue,"704 N Alexandrite Avenue, Edinburg, TX, 78541",Gema Hernandez,956-708-4014
3704 Valeria Street,"3704 Valeria Street, Edinburg, TX, 78541",Vianey Rivera,No Phone Number Available
Envy Hair Salon,"2302 Palmer Hwy, Texas City, TX, 77590",Kelly Victoria,409-795-8594
Poke and Juice Time LLC,"3697 Hwy 6, Sugar Land, TX, 77478",Kevin Nguyen,281-748-4874
317 Janelle,"317 Janelle Dr, Copperas Cove, TX, 76522",Denise Zehr,254-547-0505
154 North St.,"154 North St., Brownsville, TX, 78521",Catalina Presas,956-459-4116
312 & 314 W 3rd St,"312 & 314 W 3rd St, Taylor, TX, 76574",Brad Robbins,512-269-5278
501 Onyx Drive,"501 Onyx Drive, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
"Sub Sandwich Restaurant for Sale in Dallas, TX.","Not included, Dallas, TX, 75248",Dominique Maddox,404-993-4448
3703 S College Ave.,"3703 S College Ave, Bryan, TX, 77801",Lena Thomas,936-217-0221
2104 Kimberly Lane,"2104 Kimberly Lane, Edinburg, TX, 78541",Edward Maldonado,956-624-7965
122 N 21st Avenue,"122 N 21st Avenue, Edinburg, TX, 78541",Dendea Balli,No Phone Number Available
1312 Lore Drive,"1312 Lore Drive, Weslaco, TX, 78599",Gregorio (Beto) Resendez,No Phone Number Available
220 W 5th Street,"220 W 5th Street, Weslaco, TX, 78596",Rebeca Bermudez,956-328-8473
515 A Howell Street,"515A Howell St, Rosharon, TX, 77583",Karim Tahri,713-459-9660
1603 W Nolana Avenue,"1603 W Nolana Avenue, McAllen, TX, 78501",Miguel Martinez,No Phone Number Available
28 Charlie Road,"2901 Charlie Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
00 Iowa Gardens Rd.,"00 Iowa Gardens Rd., San Benito, TX, 78586",Armando Ibarra,956-346-8096
712 W Bronze Drive,"712 W Bronze Drive, Pharr, TX, 78577",Tessa Martinez,No Phone Number Available
314 W Albatross Avenue,"314 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
5-Unit Multi Family Tiny Home Park,"197 County Rd 2302, Rusk, TX, 75785",Jerry-Michael Norton,903-284-9082
1709 Doctors Memorial Dr.,"1709 Doctors Memorial Dr., Harlingen, TX, 78550",Lisa de la Garza,956-423-3488
2525 Erie Avenue,"2525 Erie Avenue, McAllen, TX, 78501",Arturo Latigo,No Phone Number Available
000 Malaga Lane,"000 Malaga Lane, McAllen, TX, 78573",Perla Castillo,No Phone Number Available
905 Skyview Street,"905 Skyview Street, Weslaco, TX, 78599",Claudia Garza,No Phone Number Available
Dallas - 2212 W. Davis St.,"2212 W Davis St, Dallas, TX, 75208",J. Scott Lake,214-526-3626
2213 Multi-National,"2213 Multi-National, Harlingen, TX, 78550",Andres Gomez,No Phone Number Available
Bay Area Duplex,"325 Louisiana Ave, Corpus Christi, TX, 78404",Doug Nichols,361-739-2251
1101 N Doolittle Road,"1101 N Doolittle Road, Edinburg, TX, 78542",Aprillynn Sanchez,No Phone Number Available
00 San Jose,"00 San Jose, Lyford, TX, 78569",Monica Benavides,956-357-4632
402 Newport Avenue,"402 Newport Avenue, Edinburg, TX, 78539",Sabita Mahtani,956-371-3393
8926 Witter Ln,"8926 Witter Ln, Temple, TX, 76502",Giby Parackal,512-653-6525
3709 W Faith Hill Street,"3709 W Faith Hill Street, Edinburg, TX, 78541",Christopher Garcia,No Phone Number Available
1201 Cornerstone Loop,"1201 Cornerstone Loop, Rio Grande City, TX, 78582",Michael Ramey,No Phone Number Available
00 Mile 1 1/2 W,"00 Mile 1 1/2 W, Mercedes, TX, 78570",Jose Frank Garcia,956-207-6328
608 Oriole Street,"608 Oriole Street, Weslaco, TX, 78596",Sabita Mahtani,956-371-3393
ROSEWOOD,"827 W Rosewood Ave, San Antonio, TX, 78212",Jordan Soto,No Phone Number Available
5716 Brady George St,"5716 Brady George St, Edinburg, TX, 78542",Monica Benavides,956-357-4632
2711 Larkspur Avenue,"2711 Larkspur Avenue, Edinburg, TX, 78541",Francisco Gonzalez-Ortega,No Phone Number Available
1610 Orlando Street,"1610 Orlando Street, Edinburg, TX, 78541",Christopher Garcia,No Phone Number Available
1405 Beverly Avenue,"1405 Beverly Avenue, Weslaco, TX, 78596",Rudy Sanchez,No Phone Number Available
"321 Kelly St, Luling, TX 78648","321 Kelly St, Luling, TX, 78648",Pei Tsai,626-818-0398
0 Sonesta Court,"0 Sonesta Court, Harlingen, TX, 78550",Chantelle Mascorro,No Phone Number Available
2108 Bahamas Drive,"2108 Bahamas Drive, Edinburg, TX, 78541",Julian Ayala,No Phone Number Available
502 E Fannin Street,"502 E Fannin Street, Elsa, TX, 78516",Vicki Chrysler,956-821-1939
Windswept Oaks RV Park,"1440 Myrtle, Fulton, TX, 78358",Robin Martin,361-463-1079
2104 E Viviana Street,"2104 E Viviana Street, Edinburg, TX, 78542",Carina Veale,956-897-0070
Highland Heights,"9401 Willow St, Houston, TX, 77088",Suzanne Dillmann,832-859-1600
2605 Sage Drive,"2605 Sage Drive, Pharr, TX, 78596",Imelda Saldivar,956-605-2079
913 W Point Road,"913 W Point Road, Corpus Christi, TX, 78416",Salvador Caballero,No Phone Number Available
5704 Quail Avenue,"5704 Quail Avenue, McAllen, TX, 78504",Hector Gonzalez,No Phone Number Available
00 N La Homa Road,"00 N La Homa Road, Edinburg, TX, 78541",Veronica O'Cana,No Phone Number Available
219 W Diamond Avenue,"219 W Diamond Avenue, Mission, TX, 78573",Juan Lozano,No Phone Number Available
4770 Boca Chica Blvd.,"4770 Boca Chica Blvd., Brownsville, TX, 78521",Dalia Hernandez,No Phone Number Available
4711 3rd Street,"4711 3rd St, Bacliff, TX, 77518",Chet Polniazek,713-231-1129
Houston Skyline Views,"1501 Noble St, Houston, TX, 77009",Caryn Craig,713-398-2839
1404 Prosperity Drive,"1404 Prosperity Drive, Edinburg, TX, 78541",Angela Navarrete,No Phone Number Available
121 Las Palmas Street,"121 Las Palmas Street, San Benito, TX, 78586",Rebeca Bermudez,956-328-8473
VILLAS AT DANA,"3231 VILLA ROSA DR, BROWNSVILLE, TX, 78520",Luis Sanchez,956-243-1036
2.39 ACRES - CLOSE TO I-10!,"1410 Hovas Ln, Brookshire, TX, 77423",Tricia Turner,832-334-2671
2414 N Mojave Street,"2414 N Mojave Street, Edinburg, TX, 78541",Jose Ramirez,No Phone Number Available
10507 BROADWAY,"10507 Broadway Dr, Amarillo, TX, 79108",Christine Ufford,806-670-6601
1233 Country Club Drive,"1233 Country Club Drive, Alamo, TX, 78589",Cecilia Montalvo,No Phone Number Available
0 Paloma Boulevard,"0 Paloma Boulevard, Harlingen, TX, 78552",Bertha De La Rosa,No Phone Number Available
Hwy 105 & S Pine Lake Rd,"S Pine Lake Rd, Conroe, TX, 77356",Ryan King,713-826-9055
7112 N Mesa St,"7112 N Mesa St, El Paso, TX, 79912",Tami Norzagaray,915-309-7175
